Date,CountOfPersons
2020-03-08 11:55:00,18
2020-03-08 12:00:00,174
2020-03-08 12:05:00,159
2020-03-08 12:10:00,172
2020-03-08 12:15:00,128
2020-03-08 12:20:00,128
2020-03-08 12:25:00,117
2020-03-08 12:30:00,175
2020-03-08 12:35:00,83
2020-03-08 12:40:00,51
2020-03-08 12:45:00,61
2020-03-08 12:50:00,48
2020-03-08 12:55:00,45
2020-03-08 13:00:00,21
2020-03-08 13:05:00,13
2020-03-08 13:10:00,17
2020-03-08 13:15:00,15
2020-03-08 13:20:00,5
2020-03-08 13:25:00,2
2020-03-08 13:30:00,7
2020-03-08 13:35:00,9
2020-03-08 13:40:00,0
2020-03-08 13:45:00,2
2020-03-08 13:50:00,8
2020-03-08 13:55:00,0
2020-03-08 14:00:00,0
2020-03-08 14:05:00,2
2020-03-08 14:10:00,1
2020-03-08 14:15:00,0
2020-03-08 14:20:00,1
2020-03-08 14:25:00,0
2020-03-08 14:30:00,0
2020-03-08 14:35:00,0
2020-03-08 14:40:00,0
2020-03-08 14:45:00,0
2020-03-08 14:50:00,0
2020-03-08 14:55:00,0
2020-03-08 15:00:00,0
2020-03-08 15:05:00,0
2020-03-08 15:10:00,0
2020-03-08 15:15:00,0
2020-03-08 15:20:00,0
2020-03-08 15:25:00,0
2020-03-08 15:30:00,0
2020-03-08 15:35:00,1
2020-03-08 15:40:00,0
2020-03-08 15:45:00,0
2020-03-08 15:50:00,0
2020-03-08 15:55:00,0
2020-03-08 16:00:00,1
