Date,CountOfPersons
2019-08-31 11:05:00,13
2019-08-31 11:10:00,4
2019-08-31 11:15:00,6
2019-08-31 11:20:00,1
2019-08-31 11:25:00,56
2019-08-31 11:30:00,103
2019-08-31 11:35:00,116
2019-08-31 11:40:00,118
2019-08-31 11:45:00,130
2019-08-31 11:50:00,129
2019-08-31 11:55:00,150
2019-08-31 12:00:00,61
2019-08-31 12:05:00,42
2019-08-31 12:10:00,45
2019-08-31 12:15:00,146
2019-08-31 12:20:00,160
2019-08-31 12:25:00,151
2019-08-31 12:30:00,59
2019-08-31 12:35:00,81
2019-08-31 12:40:00,22
2019-08-31 12:45:00,52
2019-08-31 12:50:00,27
2019-08-31 12:55:00,20
2019-08-31 13:00:00,2
2019-08-31 13:05:00,0
2019-08-31 13:10:00,3
2019-08-31 13:15:00,2
2019-08-31 13:20:00,0
2019-08-31 13:25:00,23
2019-08-31 13:30:00,0
2019-08-31 13:35:00,0
2019-08-31 13:40:00,0
2019-08-31 13:45:00,0
2019-08-31 13:50:00,1
