Date,CountOfPersons
2019-10-26 07:20:00,1
2019-10-26 07:25:00,0
2019-10-26 07:30:00,0
2019-10-26 07:35:00,0
2019-10-26 07:40:00,4
2019-10-26 07:45:00,2
2019-10-26 07:50:00,0
2019-10-26 07:55:00,2
2019-10-26 08:00:00,0
2019-10-26 08:05:00,0
2019-10-26 08:10:00,0
2019-10-26 08:15:00,0
2019-10-26 08:20:00,0
2019-10-26 08:25:00,1
2019-10-26 08:30:00,11
2019-10-26 08:35:00,1
2019-10-26 08:40:00,0
2019-10-26 08:45:00,0
2019-10-26 08:50:00,0
2019-10-26 08:55:00,2
2019-10-26 09:00:00,1
2019-10-26 09:05:00,0
2019-10-26 09:10:00,10
2019-10-26 09:15:00,4
2019-10-26 09:20:00,6
2019-10-26 09:25:00,8
2019-10-26 09:30:00,10
2019-10-26 09:35:00,8
2019-10-26 09:40:00,11
2019-10-26 09:45:00,13
2019-10-26 09:50:00,12
2019-10-26 09:55:00,16
2019-10-26 10:00:00,16
2019-10-26 10:05:00,22
2019-10-26 10:10:00,17
2019-10-26 10:15:00,16
2019-10-26 10:20:00,10
2019-10-26 10:25:00,16
2019-10-26 10:30:00,13
2019-10-26 10:35:00,6
2019-10-26 10:40:00,3
2019-10-26 10:45:00,1
2019-10-26 10:50:00,4
2019-10-26 10:55:00,2
2019-10-26 11:00:00,115
2019-10-26 11:05:00,177
2019-10-26 11:10:00,86
2019-10-26 11:15:00,91
2019-10-26 11:20:00,111
2019-10-26 11:25:00,95
2019-10-26 11:30:00,153
2019-10-26 11:35:00,170
2019-10-26 11:40:00,207
2019-10-26 11:45:00,299
2019-10-26 11:50:00,337
2019-10-26 11:55:00,382
2019-10-26 12:00:00,401
2019-10-26 12:05:00,563
2019-10-26 12:10:00,547
2019-10-26 12:15:00,606
2019-10-26 12:20:00,685
2019-10-26 12:25:00,703
2019-10-26 12:30:00,547
2019-10-26 12:35:00,471
2019-10-26 12:40:00,392
2019-10-26 12:45:00,366
2019-10-26 12:50:00,253
2019-10-26 12:55:00,146
2019-10-26 13:00:00,62
2019-10-26 13:05:00,20
2019-10-26 13:10:00,26
2019-10-26 13:15:00,4
2019-10-26 13:20:00,12
2019-10-26 13:25:00,8
2019-10-26 13:30:00,10
2019-10-26 13:35:00,1
2019-10-26 13:40:00,12
2019-10-26 13:45:00,1
2019-10-26 13:50:00,2
2019-10-26 13:55:00,2
2019-10-26 14:00:00,5
2019-10-26 14:05:00,2
