Date,CountOfPersons
2020-02-22 11:05:00,5
2020-02-22 11:10:00,11
2020-02-22 11:15:00,2
2020-02-22 11:20:00,3
2020-02-22 11:25:00,2
2020-02-22 11:30:00,8
2020-02-22 11:35:00,17
2020-02-22 11:40:00,1
2020-02-22 11:45:00,10
2020-02-22 11:50:00,0
2020-02-22 11:55:00,32
2020-02-22 12:00:00,67
2020-02-22 12:05:00,45
2020-02-22 12:10:00,74
2020-02-22 12:15:00,66
2020-02-22 12:20:00,35
2020-02-22 12:25:00,23
2020-02-22 12:30:00,5
2020-02-22 12:35:00,26
2020-02-22 12:40:00,2
2020-02-22 12:45:00,15
2020-02-22 12:50:00,5
2020-02-22 12:55:00,7
2020-02-22 13:00:00,5
2020-02-22 13:05:00,0
2020-02-22 13:10:00,1
2020-02-22 13:15:00,0
2020-02-22 13:20:00,0
2020-02-22 13:25:00,0
2020-02-22 13:30:00,2
