Date,CountOfPersons
2019-05-19 13:30:00,2
2019-05-19 13:35:00,0
2019-05-19 13:40:00,0
2019-05-19 13:45:00,0
2019-05-19 13:50:00,0
2019-05-19 13:55:00,0
2019-05-19 14:00:00,189
2019-05-19 14:05:00,138
2019-05-19 14:10:00,148
2019-05-19 14:15:00,167
2019-05-19 14:20:00,126
2019-05-19 14:25:00,112
2019-05-19 14:30:00,122
2019-05-19 14:35:00,86
2019-05-19 14:40:00,104
2019-05-19 14:45:00,67
2019-05-19 14:50:00,48
2019-05-19 14:55:00,52
2019-05-19 15:00:00,42
2019-05-19 15:05:00,38
2019-05-19 15:10:00,27
2019-05-19 15:15:00,21
2019-05-19 15:20:00,13
2019-05-19 15:25:00,6
2019-05-19 15:30:00,2
2019-05-19 15:35:00,3
2019-05-19 15:40:00,0
2019-05-19 15:45:00,0
2019-05-19 15:50:00,0
2019-05-19 15:55:00,1
2019-05-19 16:00:00,0
2019-05-19 16:05:00,0
2019-05-19 16:10:00,0
2019-05-19 16:15:00,0
2019-05-19 16:20:00,0
2019-05-19 16:25:00,0
2019-05-19 16:30:00,0
2019-05-19 16:35:00,0
2019-05-19 16:40:00,0
2019-05-19 16:45:00,0
2019-05-19 16:50:00,0
2019-05-19 16:55:00,0
2019-05-19 17:00:00,1
