Date,CountOfPersons
2020-02-07 17:00:00,148
2020-02-07 17:05:00,126
2020-02-07 17:10:00,92
2020-02-07 17:15:00,100
2020-02-07 17:20:00,68
2020-02-07 17:25:00,55
2020-02-07 17:30:00,86
2020-02-07 17:35:00,115
2020-02-07 17:40:00,86
2020-02-07 17:45:00,89
2020-02-07 17:50:00,59
2020-02-07 17:55:00,55
2020-02-07 18:00:00,52
2020-02-07 18:05:00,35
2020-02-07 18:10:00,26
2020-02-07 18:15:00,16
2020-02-07 18:20:00,22
2020-02-07 18:25:00,2
2020-02-07 18:30:00,5
2020-02-07 18:35:00,8
2020-02-07 18:40:00,1
2020-02-07 18:45:00,0
2020-02-07 18:50:00,2
2020-02-07 18:55:00,1
2020-02-07 19:00:00,1
2020-02-07 19:05:00,0
2020-02-07 19:10:00,0
2020-02-07 19:15:00,1
2020-02-07 19:20:00,0
2020-02-07 19:25:00,0
2020-02-07 19:30:00,0
2020-02-07 19:35:00,0
2020-02-07 19:40:00,1
