Date,CountOfPersons
2019-08-31 11:10:00,42
2019-08-31 11:15:00,21
2019-08-31 11:20:00,17
2019-08-31 11:25:00,46
2019-08-31 11:30:00,57
2019-08-31 11:35:00,119
2019-08-31 11:40:00,133
2019-08-31 11:45:00,180
2019-08-31 11:50:00,174
2019-08-31 11:55:00,290
2019-08-31 12:00:00,292
2019-08-31 12:05:00,482
2019-08-31 12:10:00,515
2019-08-31 12:15:00,548
2019-08-31 12:20:00,570
2019-08-31 12:25:00,675
2019-08-31 12:30:00,731
2019-08-31 12:35:00,732
2019-08-31 12:40:00,717
2019-08-31 12:45:00,588
2019-08-31 12:50:00,240
2019-08-31 12:55:00,134
2019-08-31 13:00:00,52
2019-08-31 13:05:00,27
2019-08-31 13:10:00,21
2019-08-31 13:15:00,12
2019-08-31 13:20:00,8
2019-08-31 13:25:00,7
2019-08-31 13:30:00,2
2019-08-31 13:35:00,4
2019-08-31 13:40:00,2
