Date,CountOfPersons
2019-11-30 07:50:00,1
2019-11-30 07:55:00,0
2019-11-30 08:00:00,1
2019-11-30 08:05:00,0
2019-11-30 08:10:00,0
2019-11-30 08:15:00,0
2019-11-30 08:20:00,0
2019-11-30 08:25:00,0
2019-11-30 08:30:00,0
2019-11-30 08:35:00,0
2019-11-30 08:40:00,0
2019-11-30 08:45:00,0
2019-11-30 08:50:00,0
2019-11-30 08:55:00,0
2019-11-30 09:00:00,0
2019-11-30 09:05:00,0
2019-11-30 09:10:00,0
2019-11-30 09:15:00,0
2019-11-30 09:20:00,0
2019-11-30 09:25:00,0
2019-11-30 09:30:00,0
2019-11-30 09:35:00,0
2019-11-30 09:40:00,0
2019-11-30 09:45:00,0
2019-11-30 09:50:00,0
2019-11-30 09:55:00,2
2019-11-30 10:00:00,0
2019-11-30 10:05:00,0
2019-11-30 10:10:00,0
2019-11-30 10:15:00,9
2019-11-30 10:20:00,0
2019-11-30 10:25:00,0
2019-11-30 10:30:00,0
2019-11-30 10:35:00,0
2019-11-30 10:40:00,0
2019-11-30 10:45:00,0
2019-11-30 10:50:00,0
2019-11-30 10:55:00,0
2019-11-30 11:00:00,0
2019-11-30 11:05:00,4
2019-11-30 11:10:00,3
2019-11-30 11:15:00,13
2019-11-30 11:20:00,8
2019-11-30 11:25:00,31
2019-11-30 11:30:00,17
2019-11-30 11:35:00,25
2019-11-30 11:40:00,70
2019-11-30 11:45:00,69
2019-11-30 11:50:00,94
2019-11-30 11:55:00,129
2019-11-30 12:00:00,179
2019-11-30 12:05:00,248
2019-11-30 12:10:00,221
2019-11-30 12:15:00,268
2019-11-30 12:20:00,421
2019-11-30 12:25:00,469
2019-11-30 12:30:00,486
2019-11-30 12:35:00,482
2019-11-30 12:40:00,403
2019-11-30 12:45:00,274
2019-11-30 12:50:00,190
2019-11-30 12:55:00,62
2019-11-30 13:00:00,57
2019-11-30 13:05:00,28
2019-11-30 13:10:00,48
2019-11-30 13:15:00,19
2019-11-30 13:20:00,3
2019-11-30 13:25:00,5
2019-11-30 13:30:00,4
2019-11-30 13:35:00,3
2019-11-30 13:40:00,1
2019-11-30 13:45:00,7
2019-11-30 13:50:00,2
2019-11-30 13:55:00,2
2019-11-30 14:00:00,4
