Date,CountOfPersons
2019-07-16 19:00:00,41
2019-07-16 19:05:00,19
2019-07-16 19:10:00,54
2019-07-16 19:15:00,37
2019-07-16 19:20:00,72
2019-07-16 19:25:00,58
2019-07-16 19:30:00,65
2019-07-16 19:35:00,101
2019-07-16 19:40:00,25
2019-07-16 19:45:00,33
2019-07-16 19:50:00,20
2019-07-16 19:55:00,10
2019-07-16 20:00:00,10
2019-07-16 20:05:00,0
2019-07-16 20:10:00,0
2019-07-16 20:15:00,4
2019-07-16 20:20:00,2
2019-07-16 20:25:00,0
2019-07-16 20:30:00,0
2019-07-16 20:35:00,0
2019-07-16 20:40:00,2
2019-07-16 20:45:00,2
2019-07-16 20:50:00,0
2019-07-16 20:55:00,0
2019-07-16 21:00:00,0
2019-07-16 21:05:00,0
2019-07-16 21:10:00,3
