Date,CountOfPersons
2019-07-16 18:25:00,112
2019-07-16 18:30:00,41
2019-07-16 18:35:00,76
2019-07-16 18:40:00,138
2019-07-16 18:45:00,124
2019-07-16 18:50:00,157
2019-07-16 18:55:00,188
2019-07-16 19:00:00,212
2019-07-16 19:05:00,305
2019-07-16 19:10:00,364
2019-07-16 19:15:00,453
2019-07-16 19:20:00,448
2019-07-16 19:25:00,444
2019-07-16 19:30:00,532
2019-07-16 19:35:00,535
2019-07-16 19:40:00,526
2019-07-16 19:45:00,492
2019-07-16 19:50:00,554
2019-07-16 19:55:00,638
2019-07-16 20:00:00,611
2019-07-16 20:05:00,594
2019-07-16 20:10:00,609
2019-07-16 20:15:00,55
2019-07-16 20:20:00,32
2019-07-16 20:25:00,3
2019-07-16 20:30:00,3
2019-07-16 20:35:00,5
2019-07-16 20:40:00,4
2019-07-16 20:45:00,0
2019-07-16 20:50:00,0
2019-07-16 20:55:00,1
