Date,CountOfPersons
2019-04-21 08:30:00,4
2019-04-21 08:35:00,0
2019-04-21 08:40:00,1
2019-04-21 08:45:00,1
2019-04-21 08:50:00,2
2019-04-21 08:55:00,2
2019-04-21 09:00:00,0
2019-04-21 09:05:00,0
2019-04-21 09:10:00,0
2019-04-21 09:15:00,0
2019-04-21 09:20:00,0
2019-04-21 09:25:00,0
2019-04-21 09:30:00,2
2019-04-21 09:35:00,0
2019-04-21 09:40:00,0
2019-04-21 09:45:00,1
2019-04-21 09:50:00,7
2019-04-21 09:55:00,1
2019-04-21 10:00:00,0
2019-04-21 10:05:00,0
2019-04-21 10:10:00,0
2019-04-21 10:15:00,1
2019-04-21 10:20:00,2
2019-04-21 10:25:00,1
2019-04-21 10:30:00,0
2019-04-21 10:35:00,0
2019-04-21 10:40:00,0
2019-04-21 10:45:00,0
2019-04-21 10:50:00,0
2019-04-21 10:55:00,0
2019-04-21 11:00:00,0
2019-04-21 11:05:00,8
2019-04-21 11:10:00,1
2019-04-21 11:15:00,1
2019-04-21 11:20:00,1
2019-04-21 11:25:00,2
2019-04-21 11:30:00,4
2019-04-21 11:35:00,1
2019-04-21 11:40:00,8
2019-04-21 11:45:00,10
2019-04-21 11:50:00,13
2019-04-21 11:55:00,12
2019-04-21 12:00:00,21
2019-04-21 12:05:00,12
2019-04-21 12:10:00,13
2019-04-21 12:15:00,16
2019-04-21 12:20:00,22
2019-04-21 12:25:00,18
2019-04-21 12:30:00,18
2019-04-21 12:35:00,12
2019-04-21 12:40:00,4
2019-04-21 12:45:00,8
2019-04-21 12:50:00,14
2019-04-21 12:55:00,2
2019-04-21 13:00:00,3
2019-04-21 13:05:00,4
2019-04-21 13:10:00,1
2019-04-21 13:15:00,1
2019-04-21 13:20:00,1
2019-04-21 13:25:00,2
