Date,CountOfPersons
2019-07-27 11:05:00,27
2019-07-27 11:10:00,31
2019-07-27 11:15:00,36
2019-07-27 11:20:00,27
2019-07-27 11:25:00,78
2019-07-27 11:30:00,79
2019-07-27 11:35:00,102
2019-07-27 11:40:00,146
2019-07-27 11:45:00,206
2019-07-27 11:50:00,226
2019-07-27 11:55:00,371
2019-07-27 12:00:00,406
2019-07-27 12:05:00,525
2019-07-27 12:10:00,575
2019-07-27 12:15:00,529
2019-07-27 12:20:00,657
2019-07-27 12:25:00,668
2019-07-27 12:30:00,700
2019-07-27 12:35:00,625
2019-07-27 12:40:00,710
2019-07-27 12:45:00,606
2019-07-27 12:50:00,155
2019-07-27 12:55:00,92
2019-07-27 13:00:00,29
2019-07-27 13:05:00,12
2019-07-27 13:10:00,8
2019-07-27 13:15:00,6
2019-07-27 13:20:00,1
2019-07-27 13:25:00,1
2019-07-27 13:30:00,0
2019-07-27 13:35:00,3
2019-07-27 13:40:00,0
2019-07-27 13:45:00,3
2019-07-27 13:50:00,0
2019-07-27 13:55:00,1
2019-07-27 14:00:00,0
2019-07-27 14:05:00,1
