Date,CountOfPersons
2019-08-31 11:05:00,30
2019-08-31 11:10:00,13
2019-08-31 11:15:00,27
2019-08-31 11:20:00,49
2019-08-31 11:25:00,33
2019-08-31 11:30:00,42
2019-08-31 11:35:00,87
2019-08-31 11:40:00,117
2019-08-31 11:45:00,112
2019-08-31 11:50:00,199
2019-08-31 11:55:00,237
2019-08-31 12:00:00,292
2019-08-31 12:05:00,405
2019-08-31 12:10:00,459
2019-08-31 12:15:00,497
2019-08-31 12:20:00,542
2019-08-31 12:25:00,539
2019-08-31 12:30:00,540
2019-08-31 12:35:00,558
2019-08-31 12:40:00,531
2019-08-31 12:45:00,442
2019-08-31 12:50:00,177
2019-08-31 12:55:00,137
2019-08-31 13:00:00,32
2019-08-31 13:05:00,42
2019-08-31 13:10:00,34
2019-08-31 13:15:00,24
2019-08-31 13:20:00,18
2019-08-31 13:25:00,3
2019-08-31 13:30:00,1
2019-08-31 13:35:00,8
2019-08-31 13:40:00,2
2019-08-31 13:45:00,0
2019-08-31 13:50:00,2
