Date,CountOfPersons
2020-02-22 10:05:00,3
2020-02-22 10:10:00,0
2020-02-22 10:15:00,0
2020-02-22 10:20:00,0
2020-02-22 10:25:00,0
2020-02-22 10:30:00,0
2020-02-22 10:35:00,0
2020-02-22 10:40:00,0
2020-02-22 10:45:00,0
2020-02-22 10:50:00,0
2020-02-22 10:55:00,0
2020-02-22 11:00:00,13
2020-02-22 11:05:00,8
2020-02-22 11:10:00,9
2020-02-22 11:15:00,24
2020-02-22 11:20:00,19
2020-02-22 11:25:00,30
2020-02-22 11:30:00,36
2020-02-22 11:35:00,73
2020-02-22 11:40:00,85
2020-02-22 11:45:00,107
2020-02-22 11:50:00,115
2020-02-22 11:55:00,186
2020-02-22 12:00:00,259
2020-02-22 12:05:00,326
2020-02-22 12:10:00,332
2020-02-22 12:15:00,360
2020-02-22 12:20:00,374
2020-02-22 12:25:00,384
2020-02-22 12:30:00,379
2020-02-22 12:35:00,371
2020-02-22 12:40:00,379
2020-02-22 12:45:00,354
2020-02-22 12:50:00,438
2020-02-22 12:55:00,408
2020-02-22 13:00:00,116
2020-02-22 13:05:00,11
2020-02-22 13:10:00,35
2020-02-22 13:15:00,6
2020-02-22 13:20:00,4
2020-02-22 13:25:00,6
2020-02-22 13:30:00,3
2020-02-22 13:35:00,4
2020-02-22 13:40:00,0
2020-02-22 13:45:00,3
2020-02-22 13:50:00,2
2020-02-22 13:55:00,1
2020-02-22 14:00:00,1
2020-02-22 14:05:00,1
2020-02-22 14:10:00,0
2020-02-22 14:15:00,1
