Date,CountOfPersons
2019-04-21 11:30:00,44
2019-04-21 11:35:00,13
2019-04-21 11:40:00,48
2019-04-21 11:45:00,71
2019-04-21 11:50:00,48
2019-04-21 11:55:00,103
2019-04-21 12:00:00,110
2019-04-21 12:05:00,149
2019-04-21 12:10:00,167
2019-04-21 12:15:00,235
2019-04-21 12:20:00,294
2019-04-21 12:25:00,394
2019-04-21 12:30:00,493
2019-04-21 12:35:00,552
2019-04-21 12:40:00,591
2019-04-21 12:45:00,605
2019-04-21 12:50:00,650
2019-04-21 12:55:00,648
2019-04-21 13:00:00,538
2019-04-21 13:05:00,470
2019-04-21 13:10:00,263
2019-04-21 13:15:00,202
2019-04-21 13:20:00,114
2019-04-21 13:25:00,61
2019-04-21 13:30:00,20
2019-04-21 13:35:00,4
2019-04-21 13:40:00,1
2019-04-21 13:45:00,10
2019-04-21 13:50:00,8
2019-04-21 13:55:00,4
