Date,CountOfPersons
2019-04-21 12:00:00,193
2019-04-21 12:05:00,152
2019-04-21 12:10:00,168
2019-04-21 12:15:00,134
2019-04-21 12:20:00,83
2019-04-21 12:25:00,125
2019-04-21 12:30:00,112
2019-04-21 12:35:00,93
2019-04-21 12:40:00,74
2019-04-21 12:45:00,62
2019-04-21 12:50:00,52
2019-04-21 12:55:00,41
2019-04-21 13:00:00,27
2019-04-21 13:05:00,26
2019-04-21 13:10:00,17
2019-04-21 13:15:00,12
2019-04-21 13:20:00,5
2019-04-21 13:25:00,6
2019-04-21 13:30:00,3
2019-04-21 13:35:00,3
2019-04-21 13:40:00,1
2019-04-21 13:45:00,0
2019-04-21 13:50:00,0
2019-04-21 13:55:00,0
2019-04-21 14:00:00,0
2019-04-21 14:05:00,0
2019-04-21 14:10:00,0
2019-04-21 14:15:00,0
2019-04-21 14:20:00,0
2019-04-21 14:25:00,0
2019-04-21 14:30:00,0
2019-04-21 14:35:00,0
2019-04-21 14:40:00,0
2019-04-21 14:45:00,0
2019-04-21 14:50:00,0
2019-04-21 14:55:00,0
2019-04-21 15:00:00,1
2019-04-21 15:05:00,0
2019-04-21 15:10:00,0
2019-04-21 15:15:00,0
2019-04-21 15:20:00,0
2019-04-21 15:25:00,0
2019-04-21 15:30:00,0
2019-04-21 15:35:00,0
2019-04-21 15:40:00,1
