Date,CountOfPersons
2019-09-22 11:35:00,5
2019-09-22 11:40:00,8
2019-09-22 11:45:00,2
2019-09-22 11:50:00,34
2019-09-22 11:55:00,6
2019-09-22 12:00:00,9
2019-09-22 12:05:00,28
2019-09-22 12:10:00,47
2019-09-22 12:15:00,50
2019-09-22 12:20:00,44
2019-09-22 12:25:00,52
2019-09-22 12:30:00,36
2019-09-22 12:35:00,16
2019-09-22 12:40:00,32
2019-09-22 12:45:00,4
2019-09-22 12:50:00,13
2019-09-22 12:55:00,11
2019-09-22 13:00:00,14
2019-09-22 13:05:00,8
2019-09-22 13:10:00,8
2019-09-22 13:15:00,9
2019-09-22 13:20:00,0
2019-09-22 13:25:00,0
2019-09-22 13:30:00,0
2019-09-22 13:35:00,0
2019-09-22 13:40:00,0
2019-09-22 13:45:00,0
2019-09-22 13:50:00,0
2019-09-22 13:55:00,0
2019-09-22 14:00:00,0
2019-09-22 14:05:00,0
2019-09-22 14:10:00,0
2019-09-22 14:15:00,1
